seconds,frequency,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,timestamp_ms,temperature,humidity,sensor_module_id,run_name,trial_id,dataset,session_id,trial_state
43.0,1.0,12433,102819,29562,55890,222802,20532,134509,69345,194545,91064,148827,146659,12309,83786,6624,1460,60843,30395,106803,255685,178947,21978,353642,11326,30927,268941,46391,82629,353205,56093,409619,244817,2022-11-15T14:36:51.163000-05:00,25.179535603715173,55.59767801857585,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
44.0,1.0,12436,102829,29561,55906,222853,20539,134416,69304,194597,91062,148983,146341,12310,83738,6628,1462,60842,30389,106794,255694,178922,21972,353739,11367,30946,269021,46387,82660,353696,56128,409544,244796,2022-11-15T14:36:52.163000-05:00,25.184912280701756,55.69578947368421,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
45.0,1.0,12440,102867,29547,55917,222948,20538,134532,69312,194639,91069,149108,145854,12309,83716,6633,1461,60848,30387,106840,255734,178927,21970,353816,11401,30952,269057,46387,82648,353781,56168,409560,244825,2022-11-15T14:36:53.163000-05:00,25.19082644628099,55.783305785123964,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
46.0,1.0,12438,102908,29521,55932,222941,20533,134625,69328,194593,91094,149220,145521,12308,83746,6636,1460,60832,30391,106655,255760,178942,21964,353798,11433,30953,269040,46386,82576,353625,56194,409552,244665,2022-11-15T14:36:54.163000-05:00,25.194268041237112,55.84292783505155,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
47.0,1.0,12436,102898,29511,55932,222979,20530,134528,69306,194564,91097,149188,145052,12310,83728,6639,1461,60847,30391,106981,255713,178929,21965,353494,11459,30955,269008,46369,82509,353679,56215,409503,244356,2022-11-15T14:36:55.163000-05:00,25.20223382045929,55.88446764091858,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
48.0,1.0,12437,102934,29512,55975,222968,20527,134490,69300,194545,91108,149158,144568,12307,83748,6641,1460,60861,30380,106922,255630,178996,21969,353571,11470,30946,269107,46344,82453,354154,56236,409474,244403,2022-11-15T14:36:56.163000-05:00,25.223015544041452,55.919523316062175,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
49.0,1.0,12435,102989,29510,55940,222975,20533,134488,69291,194607,91110,149132,144462,12305,83723,6643,1460,60857,30376,106744,255718,179008,21966,353833,11479,30943,269007,46332,82392,354367,56267,409425,244339,2022-11-15T14:36:57.163000-05:00,25.216315789473686,55.94368421052632,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
50.0,1.0,12438,103032,29549,55933,222903,20526,134398,69282,194615,91101,149128,144156,12310,83799,6643,1460,60859,30370,106810,255646,178952,21959,353735,11494,30934,268966,46328,82343,354243,56237,409177,244494,2022-11-15T14:36:58.163000-05:00,25.224324045407638,55.95716202270382,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
51.0,1.0,12434,103032,29523,56000,222985,20521,134424,69275,194594,91085,149229,143909,12310,83744,6643,1458,60852,30362,106809,255614,179023,21963,353675,11500,30939,269054,46332,82234,354091,56230,409331,244634,2022-11-15T14:36:59.163000-05:00,25.24494845360825,55.97494845360824,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
52.0,1.0,12433,103003,29510,55997,222966,20519,134555,69247,194509,91106,149232,143780,12309,83794,6644,1461,60825,30361,106834,255655,178975,21966,353558,11509,30941,269049,46325,82059,353804,56159,408911,244598,2022-11-15T14:37:00.163000-05:00,25.218833849329204,55.9722084623323,100360_9606_705204,20221115_1435_agritech_batch2bfusmalljarwater_1_1trials,1,IAF-AGRITECH-BATCH2BFUSMALLJARWATER,9c258f9f-3377-4f75-9e3b-57201dbc3187,exposure
